"","Course Name","Instructor","Section","Course Title","CRN","Subject","Enrollment","Responses","Declines","Department","Number","Course Related Questions Course","Course Related Questions Department","Course Related Questions University","Learning Related Questions Course","Learning Related Questions Department","Learning Related Questions University","Instructor Related Questions Course","Instructor Related Questions Department","Instructor Related Questions University","Instructor Effectiveness Course","Instructor Effectiveness Department","Instructor Effectiveness University","Syllabus Helped Course","Syllabus Helped Department","Syllabus Helped University","Textbook Helped Course","Textbook Helped Department","Textbook Helped University","Online Helped Course","Online Helped Department","Online Helped University","Assignments Helped Course","Assignments Helped Department","Assignments Helped University","Lectures Helped Course","Lectures Helped Department","Lectures Helped University","Inclass Helped Course","Inclass Helped Department","Inclass Helped University","Classroom Technology Helped Course","Classroom Technology Helped Department","Classroom Technology Helped University","Course Was Intellectual Course","Course Was Intellectual Department","Course Was Intellectual University","Learned a Lot Course","Learned a Lot Department","Learned a Lot University","Learned Concepts And Principles Course","Learned Concepts And Principles Department","Learned Concepts And Principles University","Developed Skills Expressing Course","Developed Skills Expressing Department","Developed Skills Expressing University","Learned Analyze and Evaluate Course","Learned Analyze and Evaluate Department","Learned Analyze and Evaluate University","Instructor Communication Skills Course","Instructor Communication Skills Department","Instructor Communication Skills University","Instructor Communicated Course","Instructor Communicated Department","Instructor Communicated University","Instructor Stated Objectives Course","Instructor Stated Objectives Department","Instructor Stated Objectives University","Instructor Covered Stated Course","Instructor Covered Stated Department","Instructor Covered Stated University","Instructor Prepared Course","Instructor Prepared Department","Instructor Prepared University","Instructor Used Class Time Well Course","Instructor Used Class Time Well Department","Instructor Used Class Time Well University","Instructor Provided Feedback Course","Instructor Provided Feedback Department","Instructor Provided Feedback University","Instructor Fairly Evaluated Performance Course","Instructor Fairly Evaluated Performance Department","Instructor Fairly Evaluated Performance University","Would Recommend Course","Would Recommend Department","Would Recommend University","Respected Students Course","Respected Students Department","Respected Students University","Instructor Took Effective Action Course","Instructor Took Effective Action Department","Instructor Took Effective Action University","Instructor Available Outside of Class Course","Instructor Available Outside of Class Department","Instructor Available Outside of Class University","Instructor Displayed Enthusiasm Course","Instructor Displayed Enthusiasm Department","Instructor Displayed Enthusiasm University","Instructor Overall Course","Instructor Overall Department","Instructor Overall University","Spent 1-4 Hours","Spent 5-8 Hours","Spent 9-12 Hours","Spent 13-16 Hours","Spent 17-20 Hours"
"3281","4.0","4.1","4.5","4.5","4.5","4.5","3.9","4.0","3.6","3.7","4.3","4.3","4.0","4.1","4.5","4.5","4.5","4.5","4.5","4.5","4.5","4.5","4.5","4.5","4.5","4.5","4.5","4.2","4.0","4.1","4.3","4.3","4.2","3.9","4.1","4.0","4.4","4.1","4.1","4.2","4.4","4.3","4.4","4.4","4.5","4.3","4.2","4.3","4.2","4.5","4.3","4.3","4.5","5.0","4.2","4.4","100",NA,NA,NA,NA,"Modern Physics (201630: Spring 2016)","Di Credico, Alessandra","01","Modern Physics","33215","PHYS","48","30","2","Physics","2303","4.2","4.2","4.4","4.3","3.9","3.8","4.2","4.2","4.1","4.2","4.4","4.4","3.8","4.7","4.2","4.7","4.1","3.9","3.2","4.5","3.7","3.8","3.8","3.9","3.8","3.9","3.9","4.0","4.0","3.9","4.3","4.2","4.2","4.2"
"3282","4.0","4.1","4.6","4.6","3.3","3.8","3.9","4.0","3.6","3.7","4.3","4.3","4.0","4.1","4.5","4.2","4.4","4.4","4.5","4.2","4.1","4.3","4.3","4.7","4.3","4.4","4.7","4.2","4.0","4.1","4.3","4.3","4.2","3.9","4.1","4.0","4.4","4.1","4.1","4.2","4.4","4.3","4.4","4.4","4.5","4.3","4.2","4.3","4.2","4.5","4.3","4.3","4.5","4.3","4.2","4.4",NA,"46",NA,"46",NA,"Thermo  Statistical Mechanics (201630: Spring 2016)","Kelley, Thomas","01","Thermo  Statistical Mechanics","32754","PHYS","32","23","1","Physics","2305","4.4","4.3","4.6","4.8","3.9","3.8","4.2","4.2","4.1","4.2","4.4","4.4","4.0","4.3","4.5","4.6","4.7","4.3","4.1","4.7","3.7","3.8","3.8","3.9","3.8","3.9","3.9","4.0","4.0","3.9","4.3","4.2","4.2","4.2"
"3283","4.0","4.1","4.6","4.5","4.0","4.1","3.9","4.0","3.6","3.7","4.3","4.3","4.0","4.1","4.8","4.6","4.7","4.6","4.7","4.5","4.3","4.6","4.8","4.7","4.6","4.6","4.9","4.2","4.0","4.1","4.3","4.3","4.2","3.9","4.1","4.0","4.4","4.1","4.1","4.2","4.4","4.3","4.4","4.4","4.5","4.3","4.2","4.3","4.2","4.5","4.3","4.3","4.5","4.8","4.2","4.4",NA,"24",NA,"43","24","Classical Dynamics (201630: Spring 2016)","Feiguin, Adrian","01","Classical Dynamics","30467","PHYS","24","21","0","Physics","3601","4.1","4.1","4.4","4.5","3.9","3.8","4.2","4.2","4.1","4.2","4.4","4.4","3.6","4.2","4.2","4.4","4.4","4.2","3.8","4.2","3.7","3.8","3.8","3.9","3.8","3.9","3.9","4.0","4.0","3.9","4.3","4.2","4.2","4.2"
"3284","4.0","4.1","4.5","4.4","3.5","3.8","3.9","4.0","3.6","3.7","4.3","4.3","4.0","4.1","4.4","4.1","4.2","4.5","4.5","4.3","4.3","4.4","4.5","4.7","4.3","4.6","4.6","4.2","4.0","4.1","4.3","4.3","4.2","3.9","4.1","4.0","4.4","4.1","4.1","4.2","4.4","4.3","4.4","4.4","4.5","4.3","4.2","4.3","4.2","4.5","4.3","4.3","4.5","4.5","4.2","4.4","5","43","43","10",NA,"Electricity and Magnetism (201630: Spring 2016)","Sokoloff, Jeffrey","01","Electricity and Magnetism","30466","PHYS","19","15","1","Physics","3602","2.6","2.2","1.9","1.6","3.9","3.8","4.2","4.2","4.1","4.2","4.4","4.4","2.4","4.6","2.0","3.0","1.4","1.1","1.3","4.5","3.7","3.8","3.8","3.9","3.8","3.9","3.9","4.0","4.0","3.9","4.3","4.2","4.2","4.2"
"3285","4.0","4.1","2.6","2.5","1.4","1.6","3.9","4.0","3.6","3.7","4.3","4.3","4.0","4.1","1.6","1.3","1.9","2.7","2.5","1.5","1.6","2.3","1.1","2.3","1.4","2.9","1.9","4.2","4.0","4.1","4.3","4.3","4.2","3.9","4.1","4.0","4.4","4.1","4.1","4.2","4.4","4.3","4.4","4.4","4.5","4.3","4.2","4.3","4.2","4.5","4.3","4.3","4.5","1.6","4.2","4.4",NA,"7","50","29","14","Math  Comp Methds for Physics (201630: Spring 2016)","Stepanyants, Armen","01","Math  Comp Methds for Physics","36825","PHYS","19","9","0","Physics","4606","4.3","4.5","4.9","5.0","3.9","3.8","4.2","4.2","4.1","4.2","4.4","4.4","3.9","3.5","4.1","4.8","4.8","4.4","4.0","4.9","3.7","3.8","3.8","3.9","3.8","3.9","3.9","4.0","4.0","3.9","4.3","4.2","4.2","4.2"
"3286","4.0","4.1","4.6","4.8","3.7","4.4","3.9","4.0","3.6","3.7","4.3","4.3","4.0","4.1","4.9","4.9","4.8","4.9","4.9","4.9","4.9","4.6","5.0","4.9","4.8","5.0","4.9","4.2","4.0","4.1","4.3","4.3","4.2","3.9","4.1","4.0","4.4","4.1","4.1","4.2","4.4","4.3","4.4","4.4","4.5","4.3","4.2","4.3","4.2","4.5","4.3","4.3","4.5","5.0","4.2","4.4",NA,"13","50","25","13","Medical Physics Seminar 2 (201630: Spring 2016)","Soukos, Nikolaos","01","Medical Physics Seminar 2","35465","PHYS","5","3","0","Physics","4652","4.9","4.5","4.7","5.0","3.9","3.8","4.2","4.2","4.1","4.2","4.4","4.4","5.0","5.0","4.5","5.0","5.0","5.0","5.0","4.5","3.7","3.8","3.8","3.9","3.8","3.9","3.9","4.0","4.0","3.9","4.3","4.2","4.2","4.2"
"3287","4.0","4.1","5.0","4.3","4.0","4.7","3.9","4.0","3.6","3.7","4.3","4.3","4.0","4.1","5.0","5.0","4.3","3.7","5.0","4.7","4.7","4.7","5.0","5.0","4.7","5.0","5.0","4.2","4.0","4.1","4.3","4.3","4.2","3.9","4.1","4.0","4.4","4.1","4.1","4.2","4.4","4.3","4.4","4.4","4.5","4.3","4.2","4.3","4.2","4.5","4.3","4.3","4.5","5.0","4.2","4.4","33","33","33",NA,NA,"Intro to Particle  Nuc Phys (201630: Spring 2016)","Nelson, Brent","01","Intro to Particle  Nuc Phys","36826","PHYS","13","6","0","Physics","5113","4.5","4.6","4.7","4.8","3.9","3.8","4.2","4.2","4.1","4.2","4.4","4.4","4.0","4.5","4.5","4.8","4.5","4.4","4.0","5.0","3.7","3.8","3.8","3.9","3.8","3.9","3.9","4.0","4.0","3.9","4.3","4.2","4.2","4.2"
"3288","4.0","4.1","4.8","4.5","4.0","4.5","3.9","4.0","3.6","3.7","4.3","4.3","4.0","4.1","5.0","5.0","4.8","5.0","5.0","5.0","3.5","4.0","4.8","5.0","4.2","4.7","5.0","4.2","4.0","4.1","4.3","4.3","4.2","3.9","4.1","4.0","4.4","4.1","4.1","4.2","4.4","4.3","4.4","4.4","4.5","4.3","4.2","4.3","4.2","4.5","4.3","4.3","4.5","4.8","4.2","4.4",NA,NA,"33","33","33","Quantum Mechanics (201630: Spring 2016)","Halverson, James","01","Quantum Mechanics","31496","PHYS","29","18","0","Physics","5115","4.4","4.3","4.7","4.9","3.9","3.8","4.2","4.2","4.1","4.2","4.4","4.4","3.6","4.3","4.3","4.6","4.7","4.7","3.3","4.9","3.7","3.8","3.8","3.9","3.8","3.9","3.9","4.0","4.0","3.9","4.3","4.2","4.2","4.2"
"3289","4.0","4.1","4.7","4.5","3.7","3.8","3.9","4.0","3.6","3.7","4.3","4.3","4.0","4.1","5.0","4.7","4.8","4.8","4.9","4.6","4.5","4.5","4.8","4.8","4.7","4.5","5.0","4.2","4.0","4.1","4.3","4.3","4.2","3.9","4.1","4.0","4.4","4.1","4.1","4.2","4.4","4.3","4.4","4.4","4.5","4.3","4.2","4.3","4.2","4.5","4.3","4.3","4.5","4.9","4.2","4.4",NA,"12","65","24",NA,"Principles of Exp Physics (201630: Spring 2016)","Israeloff, Nathan","01","Principles of Exp Physics","30465","PHYS","15","5","0","Physics","5318","2.6","2.7","2.8","2.6","3.9","3.8","4.2","4.2","4.1","4.2","4.4","4.4","2.6","2.3","2.2","2.4","2.4","3.5","2.3","3.2","3.7","3.8","3.8","3.9","3.8","3.9","3.9","4.0","4.0","3.9","4.3","4.2","4.2","4.2"
"3290","4.0","4.1","2.6","2.4","3.2","2.5","3.9","4.0","3.6","3.7","4.3","4.3","4.0","4.1","2.6","2.2","2.4","3.3","2.4","2.2","2.4","3.2","2.4","4.6","2.4","2.8","3.0","4.2","4.0","4.1","4.3","4.3","4.2","3.9","4.1","4.0","4.4","4.1","4.1","4.2","4.4","4.3","4.4","4.4","4.5","4.3","4.2","4.3","4.2","4.5","4.3","4.3","4.5","2.6","4.2","4.4",NA,NA,"40","60",NA,"Principles of Exp Physics (201630: Spring 2016)","Williams, Mark","02","Principles of Exp Physics","31494","PHYS","15","11","0","Physics","5318","3.5","4.1","4.3","4.0","3.9","3.8","4.2","4.2","4.1","4.2","4.4","4.4","3.8","3.3","3.5","3.8","2.9","3.5","4.0","3.5","3.7","3.8","3.8","3.9","3.8","3.9","3.9","4.0","4.0","3.9","4.3","4.2","4.2","4.2"
"3291","4.0","4.1","4.1","4.3","3.9","4.0","3.9","4.0","3.6","3.7","4.3","4.3","4.0","4.1","4.4","4.2","4.2","4.4","4.2","4.2","4.2","3.9","4.3","4.7","4.2","4.4","4.2","4.2","4.0","4.1","4.3","4.3","4.2","3.9","4.1","4.0","4.4","4.1","4.1","4.2","4.4","4.3","4.4","4.4","4.5","4.3","4.2","4.3","4.2","4.5","4.3","4.3","4.5","4.0","4.2","4.4",NA,"36","36",NA,"18","Principles of Exp Physics (201630: Spring 2016)","Spring, Bryan","03","Principles of Exp Physics","37409","PHYS","16","7","0","Physics","5318","3.2","3.5","3.8","3.6","3.9","3.8","4.2","4.2","4.1","4.2","4.4","4.4","3.0","3.0","3.0","3.7","2.3","3.5","3.6","3.7","3.7","3.8","3.8","3.9","3.8","3.9","3.9","4.0","4.0","3.9","4.3","4.2","4.2","4.2"
"3292","4.0","4.1","3.4","3.6","3.3","3.6","3.9","4.0","3.6","3.7","4.3","4.3","4.0","4.1","3.7","3.6","3.4","3.6","3.6","3.9","3.9","4.0","4.1","4.3","4.0","3.9","3.7","4.2","4.0","4.1","4.3","4.3","4.2","3.9","4.1","4.0","4.4","4.1","4.1","4.2","4.4","4.3","4.4","4.4","4.5","4.3","4.2","4.3","4.2","4.5","4.3","4.3","4.5","3.6","4.2","4.4",NA,"14","43","29","14","Statistical Physics (201630: Spring 2016)","Whitford, Paul","01","Statistical Physics","31559","PHYS","20","13","0","Physics","7305","4.3","4.2","4.7","4.5","3.9","3.8","4.2","4.2","4.1","4.2","4.4","4.4","4.2","3.9","4.8","4.5","4.2","4.2","4.0","4.7","3.7","3.8","3.8","3.9","3.8","3.9","3.9","4.0","4.0","3.9","4.3","4.2","4.2","4.2"
"3293","4.0","4.1","4.4","4.3","4.0","4.0","3.9","4.0","3.6","3.7","4.3","4.3","4.0","4.1","4.4","4.3","4.5","4.6","4.9","4.8","4.6","4.6","4.6","4.8","4.8","4.8","4.8","4.2","4.0","4.1","4.3","4.3","4.2","3.9","4.1","4.0","4.4","4.1","4.1","4.2","4.4","4.3","4.4","4.4","4.5","4.3","4.2","4.3","4.2","4.5","4.3","4.3","4.5","4.5","4.2","4.4",NA,"8","46","38","8","Quantum Theory 2 (201630: Spring 2016)","Nath, Pran","01","Quantum Theory 2","31495","PHYS","19","12","0","Physics","7316","4.2","4.3","4.6","4.6","3.9","3.8","4.2","4.2","4.1","4.2","4.4","4.4","4.1","3.3","4.4","4.6","4.4","4.4","3.7","4.6","3.7","3.8","3.8","3.9","3.8","3.9","3.9","4.0","4.0","3.9","4.3","4.2","4.2","4.2"
"3294","4.0","4.1","4.6","4.6","3.9","4.2","3.9","4.0","3.6","3.7","4.3","4.3","4.0","4.1","4.8","4.3","4.3","4.7","4.9","4.9","4.3","4.4","4.5","4.8","4.4","4.5","4.7","4.2","4.0","4.1","4.3","4.3","4.2","3.9","4.1","4.0","4.4","4.1","4.1","4.2","4.4","4.3","4.4","4.4","4.5","4.3","4.2","4.3","4.2","4.5","4.3","4.3","4.5","4.6","4.2","4.4",NA,"17","50","33",NA,"Network Science Data (201630: Spring 2016)","Chinazzi, Matteo","01","Network Science Data","35754","PHYS","7","4","0","Physics","7331","4.5","4.9","4.8","4.8","3.9","3.8","4.2","4.2","4.1","4.2","4.4","4.4","4.7","3.0","4.3","4.5","4.8","4.8","4.8","4.8","3.7","3.8","3.8","3.9","3.8","3.9","3.9","4.0","4.0","3.9","4.3","4.2","4.2","4.2"
"3295","4.0","4.1","5.0","5.0","4.7","5.0","3.9","4.0","3.6","3.7","4.3","4.3","4.0","4.1","5.0","5.0","5.0","5.0","5.0","5.0","4.0","4.0","4.8","5.0","4.8","4.8","4.8","4.2","4.0","4.1","4.3","4.3","4.2","3.9","4.1","4.0","4.4","4.1","4.1","4.2","4.4","4.3","4.4","4.4","4.5","4.3","4.2","4.3","4.2","4.5","4.3","4.3","4.5","4.8","4.2","4.4",NA,NA,"50","50",NA,"Network Science Data (201630: Spring 2016)","Zhang, Qian","01","Network Science Data","35754","PHYS","7","4","0","Physics","7331","4.5","4.9","4.7","4.8","3.9","3.8","4.2","4.2","4.1","4.2","4.4","4.4","4.7","3.0","4.3","4.5","4.8","4.8","4.8","4.8","3.7","3.8","3.8","3.9","3.8","3.9","3.9","4.0","4.0","3.9","4.3","4.2","4.2","4.2"
"3296","4.0","4.1","5.0","5.0","4.7","5.0","3.9","4.0","3.6","3.7","4.3","4.3","4.0","4.1","4.8","4.5","4.8","5.0","5.0","5.0","4.0","4.0","4.8","5.0","4.8","4.8","4.8","4.2","4.0","4.1","4.3","4.3","4.2","3.9","4.1","4.0","4.4","4.1","4.1","4.2","4.4","4.3","4.4","4.4","4.5","4.3","4.2","4.3","4.2","4.5","4.3","4.3","4.5","4.8","4.2","4.4",NA,NA,"50","50",NA,"Biological Physics 2 (201630: Spring 2016)","Karma, Alain","01","Biological Physics 2","36827","PHYS","9","6","0","Physics","7741","4.6","4.4","4.4","4.7","3.9","3.8","4.2","4.2","4.1","4.2","4.4","4.4","4.5","4.0","5.0","4.8","4.8","4.7","4.0","5.0","3.7","3.8","3.8","3.9","3.8","3.9","3.9","4.0","4.0","3.9","4.3","4.2","4.2","4.2"
"3297","4.0","4.1","4.7","4.7","4.0","4.3","3.9","4.0","3.6","3.7","4.3","4.3","4.0","4.1","4.5","4.5","4.7","4.3","4.7","3.8","4.2","4.2","4.7","4.7","4.2","4.3","4.8","4.2","4.0","4.1","4.3","4.3","4.2","3.9","4.1","4.0","4.4","4.1","4.1","4.2","4.4","4.3","4.4","4.4","4.5","4.3","4.2","4.3","4.2","4.5","4.3","4.3","4.5","4.7","4.2","4.4",NA,NA,NA,"33","50","Pharmacology 1 (201630: Spring 2016)","Waszczak, Barbara","01","Pharmacology 1","37059","PMCL","35","33","0","Pharmaceutical Science","6260","4.2","4.2","4.6","4.8","4.1","4.1","4.2","4.2","4.1","4.2","4.4","4.4","4.2","3.7","4.4","4.0","4.3","4.1","4.3","4.4","4.1","3.7","4.3","4.0","4.2","4.1","4.0","4.2","4.0","3.9","4.3","4.2","4.2","4.2"
"3298","4.0","4.1","4.4","4.3","3.9","4.2","4.3","4.2","3.9","4.0","4.3","4.3","4.0","4.1","4.7","4.8","4.8","4.7","4.8","4.6","4.5","4.5","4.7","4.7","4.6","4.5","4.5","4.3","4.1","4.2","4.3","4.4","4.3","4.1","4.2","4.0","4.4","4.2","4.2","4.4","4.4","4.3","4.4","4.4","4.5","4.3","4.2","4.3","4.2","4.5","4.3","4.3","4.5","4.8","4.2","4.4","18","42",NA,"30","6","Pharmacology 1 (201630: Spring 2016)","Miller, Gregory","01","Pharmacology 1","37059","PMCL","35","33","0","Pharmaceutical Science","6260","4.2","4.2","4.6","4.5","4.1","4.1","4.2","4.2","4.1","4.2","4.4","4.4","4.2","3.7","4.4","4.0","4.3","4.1","4.3","4.4","4.1","3.7","4.3","4.0","4.2","4.1","4.0","4.2","4.0","3.9","4.3","4.2","4.2","4.2"
"3299","4.0","4.1","4.4","4.3","3.9","4.2","4.3","4.2","3.9","4.0","4.3","4.3","4.0","4.1","4.7","4.6","4.6","4.5","4.7","4.6","4.5","4.5","4.6","4.7","4.6","4.7","4.7","4.3","4.1","4.2","4.3","4.4","4.3","4.1","4.2","4.0","4.4","4.2","4.2","4.4","4.4","4.3","4.4","4.4","4.5","4.3","4.2","4.3","4.2","4.5","4.3","4.3","4.5","4.5","4.2","4.4","18","42",NA,"30","6","Pharmacology 1 (201630: Spring 2016)","Boisse, Norman","01","Pharmacology 1","37059","PMCL","35","33","0","Pharmaceutical Science","6260","4.2","4.2","3.9","3.7","4.1","4.1","4.2","4.2","4.1","4.2","4.4","4.4","4.2","3.7","4.4","4.0","4.3","4.1","4.3","4.4","4.1","3.7","4.3","4.0","4.2","4.1","4.0","4.2","4.0","3.9","4.3","4.2","4.2","4.2"
"3300","4.0","4.1","4.4","4.3","3.9","4.2","4.3","4.2","3.9","4.0","4.3","4.3","4.0","4.1","3.9","3.8","3.9","4.1","4.1","4.0","3.8","3.8","3.7","4.2","4.0","3.8","4.1","4.3","4.1","4.2","4.3","4.4","4.3","4.1","4.2","4.0","4.4","4.2","4.2","4.4","4.4","4.3","4.4","4.4","4.5","4.3","4.2","4.3","4.2","4.5","4.3","4.3","4.5","3.7","4.2","4.4","18","42",NA,"30","6","Pharmacology 1 (201630: Spring 2016)","Loring, Ralph","01","Pharmacology 1","37059","PMCL","35","33","0","Pharmaceutical Science","6260","4.2","4.2","4.3","4.2","4.1","4.1","4.2","4.2","4.1","4.2","4.4","4.4","4.2","3.7","4.4","4.0","4.3","4.1","4.3","4.4","4.1","3.7","4.3","4.0","4.2","4.1","4.0","4.2","4.0","3.9","4.3","4.2","4.2","4.2"
"3301","4.0","4.1","4.4","4.3","3.9","4.2","4.3","4.2","3.9","4.0","4.3","4.3","4.0","4.1","4.4","4.2","4.2","4.3","4.5","4.3","4.2","4.3","4.1","4.5","4.4","4.4","4.3","4.3","4.1","4.2","4.3","4.4","4.3","4.1","4.2","4.0","4.4","4.2","4.2","4.4","4.4","4.3","4.4","4.4","4.5","4.3","4.2","4.3","4.2","4.5","4.3","4.3","4.5","4.2","4.2","4.4","18","42",NA,"30","6","Pharmacology 1 (201630: Spring 2016)","Cersosimo, Robert","01","Pharmacology 1","37059","PMCL","35","33","0","Pharmaceutical Science","6260","4.2","4.2","4.2","4.2","4.1","4.1","4.2","4.2","4.1","4.2","4.4","4.4","4.2","3.7","4.4","4.0","4.3","4.1","4.3","4.4","4.1","3.7","4.3","4.0","4.2","4.1","4.0","4.2","4.0","3.9","4.3","4.2","4.2","4.2"
"3302","4.0","4.1","4.4","4.3","3.9","4.2","4.3","4.2","3.9","4.0","4.3","4.3","4.0","4.1","4.2","4.3","4.3","4.3","4.3","4.2","4.1","4.1","4.2","4.3","4.3","4.1","4.3","4.3","4.1","4.2","4.3","4.4","4.3","4.1","4.2","4.0","4.4","4.2","4.2","4.4","4.4","4.3","4.4","4.4","4.5","4.3","4.2","4.3","4.2","4.5","4.3","4.3","4.5","4.2","4.2","4.4","18","42",NA,"30","6","Pharmacology 1 (201630: Spring 2016)","Matthews, Samuel","01","Pharmacology 1","37059","PMCL","35","33","0","Pharmaceutical Science","6260","4.2","4.2","4.2","4.2","4.1","4.1","4.2","4.2","4.1","4.2","4.4","4.4","4.2","3.7","4.4","4.0","4.3","4.1","4.3","4.4","4.1","3.7","4.3","4.0","4.2","4.1","4.0","4.2","4.0","3.9","4.3","4.2","4.2","4.2"
"3303","4.0","4.1","4.4","4.3","3.9","4.2","4.3","4.2","3.9","4.0","4.3","4.3","4.0","4.1","4.3","4.2","4.2","4.2","4.3","4.1","4.1","4.1","4.1","4.4","4.3","4.0","4.2","4.3","4.1","4.2","4.3","4.4","4.3","4.1","4.2","4.0","4.4","4.2","4.2","4.4","4.4","4.3","4.4","4.4","4.5","4.3","4.2","4.3","4.2","4.5","4.3","4.3","4.5","4.2","4.2","4.4","18","42",NA,"30","6","Receptor Pharmacology (201630: Spring 2016)","Miller, Gregory","01","Receptor Pharmacology","37060","PMCL","37","35","0","Pharmaceutical Science","6262","4.1","4.1","4.5","4.7","4.1","4.1","4.2","4.2","4.1","4.2","4.4","4.4","4.2","3.5","4.5","4.1","4.3","3.9","4.1","4.3","4.1","3.7","4.3","4.0","4.2","4.1","4.0","4.2","4.0","3.9","4.3","4.2","4.2","4.2"
"3304","4.0","4.1","4.3","4.2","3.9","4.1","4.3","4.2","3.9","4.0","4.3","4.3","4.0","4.1","4.6","4.5","4.5","4.6","4.6","4.5","4.5","4.3","4.5","4.6","4.5","4.6","4.7","4.3","4.1","4.2","4.3","4.4","4.3","4.1","4.2","4.0","4.4","4.2","4.2","4.4","4.4","4.3","4.4","4.4","4.5","4.3","4.2","4.3","4.2","4.5","4.3","4.3","4.5","4.7","4.2","4.4","11",NA,"40","37","9","Receptor Pharmacology (201630: Spring 2016)","Loring, Ralph","01","Receptor Pharmacology","37060","PMCL","37","35","0","Pharmaceutical Science","6262","4.1","4.1","4.3","4.2","4.1","4.1","4.2","4.2","4.1","4.2","4.4","4.4","4.2","3.5","4.5","4.1","4.3","3.9","4.1","4.3","4.1","3.7","4.3","4.0","4.2","4.1","4.0","4.2","4.0","3.9","4.3","4.2","4.2","4.2"
"3305","4.0","4.1","4.3","4.2","3.9","4.1","4.3","4.2","3.9","4.0","4.3","4.3","4.0","4.1","4.4","4.1","4.1","4.4","4.4","4.4","4.2","4.2","4.2","4.5","4.3","4.3","4.3","4.3","4.1","4.2","4.3","4.4","4.3","4.1","4.2","4.0","4.4","4.2","4.2","4.4","4.4","4.3","4.4","4.4","4.5","4.3","4.2","4.3","4.2","4.5","4.3","4.3","4.5","4.2","4.2","4.4","11",NA,"40","37","9","Receptor Pharmacology (201630: Spring 2016)","Booth, Raymond","01","Receptor Pharmacology","37060","PMCL","37","35","0","Pharmaceutical Science","6262","4.1","4.1","4.4","4.6","4.1","4.1","4.2","4.2","4.1","4.2","4.4","4.4","4.2","3.5","4.5","4.1","4.3","3.9","4.1","4.3","4.1","3.7","4.3","4.0","4.2","4.1","4.0","4.2","4.0","3.9","4.3","4.2","4.2","4.2"
"3306","4.0","4.1","4.3","4.2","3.9","4.1","4.3","4.2","3.9","4.0","4.3","4.3","4.0","4.1","4.5","4.4","4.3","4.4","4.5","4.4","4.4","4.4","4.5","4.5","4.4","4.2","4.5","4.3","4.1","4.2","4.3","4.4","4.3","4.1","4.2","4.0","4.4","4.2","4.2","4.4","4.4","4.3","4.4","4.4","4.5","4.3","4.2","4.3","4.2","4.5","4.3","4.3","4.5","4.6","4.2","4.4","11",NA,"40","37","9","Advanced Physical Pharmacy (201630: Spring 2016)","Torchilin, Vladimir","01","Advanced Physical Pharmacy","31489","PMST","49","42","0","Pharmaceutical Science","6250","4.2","4.1","4.5","4.5","4.1","4.1","4.2","4.2","4.1","4.2","4.4","4.4","4.1","4.2","4.2","4.4","4.0","4.4","4.2","4.1","4.1","3.7","4.3","4.0","4.2","4.1","4.0","4.2","4.0","3.9","4.3","4.2","4.2","4.2"
"3307","4.0","4.1","4.1","4.2","4.0","4.2","4.3","4.2","3.9","4.0","4.3","4.3","4.0","4.1","4.5","4.5","4.5","4.5","4.5","4.5","4.5","4.5","4.4","4.7","4.6","4.3","4.5","4.3","4.1","4.2","4.3","4.4","4.3","4.1","4.2","4.0","4.4","4.2","4.2","4.4","4.4","4.3","4.4","4.4","4.5","4.3","4.2","4.3","4.2","4.5","4.3","4.3","4.5","4.5","4.2","4.4","38",NA,"26","24",NA,"PharmKin  Drug Metabolism (201630: Spring 2016)","Thakur, Ganeshsingh","01","PharmKin  Drug Metabolism","31549","PMST","35","27","0","Pharmaceutical Science","6252","3.9","3.9","4.4","4.7","4.1","4.1","4.2","4.2","4.1","4.2","4.4","4.4","3.9","3.6","4.3","4.0","4.0","3.8","3.8","4.0","4.1","3.7","4.3","4.0","4.2","4.1","4.0","4.2","4.0","3.9","4.3","4.2","4.2","4.2"
"3308","4.0","4.1","4.1","4.0","3.6","3.9","4.3","4.2","3.9","4.0","4.3","4.3","4.0","4.1","4.5","4.5","4.5","4.4","4.6","4.3","4.3","4.4","4.4","4.6","4.4","4.3","4.6","4.3","4.1","4.2","4.3","4.4","4.3","4.1","4.2","4.0","4.4","4.2","4.2","4.4","4.4","4.3","4.4","4.4","4.5","4.3","4.2","4.3","4.2","4.5","4.3","4.3","4.5","4.7","4.2","4.4","27",NA,"31","19","15","PharmKin  Drug Metabolism (201630: Spring 2016)","Kim, Jonghan","01","PharmKin  Drug Metabolism","31549","PMST","35","27","0","Pharmaceutical Science","6252","3.9","3.9","4.1","4.0","4.1","4.1","4.2","4.2","4.1","4.2","4.4","4.4","3.9","3.6","4.3","4.0","4.0","3.8","3.8","4.0","4.1","3.7","4.3","4.0","4.2","4.1","4.0","4.2","4.0","3.9","4.3","4.2","4.2","4.2"
