"title","prof","subject","courseQuestions","learningQuestions","instructorQuestions","wouldRecommend","spentMinimum","spentLow","spentMedium","spentHigh","spentMax"
"ECON1125 Recitation for ECON 1115","Wang, Pinshuo","ECON",3.85,4.125,4.25,4.2,69.875,NA,NA,NA,NA
"ECON1125 Recitation for ECON 1115","Zhang, Hanchun","ECON",3.99166666666667,3.85833333333333,4.23333333333333,4.2,70.25,NA,NA,NA,NA
"ECON1126 Recitation for ECON 1116","Bradley, Robert","ECON",3.96875,4.0875,4.25,4.2,NA,NA,NA,NA,NA
"ECON1126 Recitation for ECON 1116","Casso Dominguez, Carlos","ECON",4.1875,4.35,4.25,4.2,NA,25.625,27.5,NA,NA
"ECON1126 Recitation for ECON 1116","Kc, Pukar","ECON",4.03333333333333,4.2,4.23333333333333,4.2,NA,NA,NA,NA,NA
"ECON1126 Recitation for ECON 1116","Naim, Nehan","ECON",4.1,4.075,4.3,4.2,49.5,26,NA,NA,NA
"ECON1126 Recitation for ECON 1116","Paulsen, Richard","ECON",4.15,4.65,4.25,4.2,NA,26.25,27.25,NA,NA
"ECON1126 Recitation for ECON 1116","Piao, Richeng","ECON",4.325,4.35,4.2,4.2,47.75,30.75,11.75,NA,NA
"ECON1230 Healthcare and Medical Econ","Konan, Martin","ECON",3.73333333333333,3.8,4.26666666666667,4.3,31.3333333333333,NA,NA,NA,NA
"ECON1240 Economics of Crime","Alper, Neil","ECON",3.8,4.1,4.15,4.15,30.5,NA,21,NA,NA
"ECON1260 Contested Economic Issues","Simon, Peter","ECON",4.4,4.5,4.2,4.4,NA,100,NA,NA,NA
"ECON1281 Economics Creative Industries","Wassall, Gregory","ECON",3.9,4.1,4.15,4.25,NA,28.5,43.5,NA,NA
"ECON1290 History of the Global Economy","Alam, Mohammad","ECON",3.85,3.85,4.25,4.2,19,NA,42.5,NA,NA
"ECON1291 Development Economics","Batkeyev, Birzhan","ECON",3.4,3.2,4.1,4.1,NA,53,NA,13,20
"ECON1291 Development Economics","Castanyer, Prisca","ECON",3.86666666666667,3.86666666666667,4.23333333333333,4.2,NA,NA,36.3333333333333,NA,20
"ECON1291 Development Economics","Herrera Almanza, Catalina","ECON",4.15,4.25,4.35,4.25,19,NA,37,NA,NA
"ECON1291 Development Economics","Lausev Nikolic, Jelena","ECON",4.025,4.2,4.275,4.25,31.25,NA,NA,NA,NA
"ECON1292 Economic History - Middle East","Alam, Mohammad","ECON",3.95,3.95,4.35,4.25,NA,48.5,NA,27,NA
"ECON1293 European Economic History","Brookins, Oscar","ECON",2.9,2.8,4.3,4.2,NA,50,NA,NA,33
"ECON1915 Intro Selected Topics: Macro","Castanyer, Prisca","ECON",4.5,4.75,4.35,4.25,19,44,31.5,NA,NA
"ECON1915 Intro Selected Topics: Macro","Kimelman, Nancy","ECON",3.4,3.5,4.3,4.2,38,44,19,NA,NA
"ECON2315 Macroeconomic Theory","Bakkal, Ilter","ECON",3.65,3.5,4.25,4.2,5,28.5,44.5,22,NA
"ECON2315 Macroeconomic Theory","Dadkhah, Kamran","ECON",3.2,3,4.4,4.3,29,42,NA,17,NA
"ECON2315 Macroeconomic Theory","Kimelman, Nancy","ECON",3.92857142857143,4.14285714285714,4.22857142857143,4.25714285714286,NA,NA,46.7142857142857,NA,NA
"ECON2315 Macroeconomic Theory","Konan, Martin","ECON",4,4.03333333333333,4.26666666666667,4.2,5.66666666666667,27.6666666666667,32.3333333333333,25.3333333333333,9.33333333333333
"ECON2315 Macroeconomic Theory","Porter, Gerald","ECON",3.725,3.6,4.15,4.15,NA,36,NA,NA,NA
"ECON2316 Microeconomic Theory","Bakkal, Ilter","ECON",3.75,3.95,4.25,4.2,10.5,39.5,34.5,13,NA
"ECON2316 Microeconomic Theory","Konan, Martin","ECON",3.8,3.9,4.2,4.4,NA,35.5,NA,19.5,30.5
"ECON2316 Microeconomic Theory","Porter, Gerald","ECON",4,4.04,4.32,4.26,27.2,NA,25,18,NA
"ECON2316 Microeconomic Theory","Reimers, Imke","ECON",4.12,4.24,4.16,4.16,NA,NA,NA,27.4,NA
"ECON2316 Microeconomic Theory","Stone, Michael","ECON",4.3,4.9,4.3,4.2,26,NA,45,17,10
"ECON2316 Microeconomic Theory","White, Alan","ECON",4.4,4.7,4.3,4.2,7,48,26,11,7
"ECON2350 Statistics","Dadkhah, Kamran","ECON",3.6,3.3,4.3,4.2,17,NA,50,17,17
"ECON2350 Statistics","Stone, Michael","ECON",4.4,4.9,4.2,4.2,24,NA,44,24,NA
"ECON2350 Statistics","Vicentini, Gustavo","ECON",4.2375,4.525,4.25,4.2,26.5,NA,NA,NA,NA
"ECON3404 International Food Policy","Castanyer, Prisca","ECON",4.05,4.05,4.25,4.2,33.25,NA,34.25,NA,NA
"ECON3405 A Critique of Capitalism","Alam, Mohammad","ECON",4.15,4.2,4.2,4.15,NA,NA,47.5,16,NA
"ECON3410 Labor Economics","Bakkal, Ilter","ECON",3.6,3.4,4.1,4.1,25,38,NA,25,NA
"ECON3410 Labor Economics","Modestino, Alicia","ECON",4.3,4.6,4.4,4.3,7,NA,56,26,7
"ECON3414 Economics of Human Capital","Pritchard, Robert","ECON",4,4.2,4.2,4.3,NA,44,NA,11,33
"ECON3414 Economics of Human Capital","Stone, Michael","ECON",4.3,4.75,4.15,4.15,27,35,NA,NA,NA
"ECON3420 Urban Economic Issues","Castanyer, Prisca","ECON",4,4.25,4.2,4.15,18.5,39.5,NA,18.5,NA
"ECON3420 Urban Economic Issues","Rife, Gary","ECON",3.7,3.45,4.2,4.3,NA,NA,56,19,NA
"ECON3422 Economics of Transportation","Pritchard, Robert","ECON",4.15,4.25,4.35,4.25,NA,48.5,NA,26,NA
"ECON3423 Environmental Economics","Bakkal, Ilter","ECON",3.8,3.5,4.2,4.2,NA,NA,NA,33.6666666666667,NA
"ECON3424 Law and Economics","Pritchard, Robert","ECON",3.5,3.3,4.2,4.3,NA,30,NA,40,20
"ECON3424 Law and Economics","Stone, Michael","ECON",4.4,4.85,4.35,4.25,30.5,NA,42,17.5,NA
"ECON3440 Public Finance","Wassall, Gregory","ECON",3.5,3.8,4.15,4.15,25.5,NA,30.5,12,NA
"ECON3442 Money and Banking","Bakkal, Ilter","ECON",3.8,3.5,4.2,4.3,17,17,33,33,NA
"ECON3442 Money and Banking","Brookins, Oscar","ECON",2.9,2.7,4.4,4.3,27,18,36,18,NA
"ECON3442 Money and Banking","Konan, Martin","ECON",4.13333333333333,4.36666666666667,4.2,4.16666666666667,12,24,NA,18,NA
"ECON3460 Managerial Economics","Bakkal, Ilter","ECON",4.2,4.15,4.3,4.25,15.5,60.5,23.5,NA,NA
"ECON3460 Managerial Economics","Rife, Gary","ECON",3.8,3.7,4.2,4.3,10,40,40,10,NA
"ECON3462 Bubbles, Busts, and Bailouts","Kwoka, John","ECON",4.3,4.5,4.4,4.3,NA,56,NA,28,11
"ECON3470 American Economic History","Brookins, Oscar","ECON",2.95,2.85,4.15,4.15,21.5,50,21.5,NA,NA
"ECON3481 Economics of Sports","Porter, Gerald","ECON",3.85,3.95,4.25,4.2,32.5,NA,NA,13.5,9
"ECON3490 Public Choice Economics","Simon, Peter","ECON",4.325,4.7,4.275,4.325,NA,NA,39,NA,NA
"ECON3520 History of Economic Thought","Dyer, Alan","ECON",4.25,4.45,4.35,4.25,NA,NA,46,26.5,NA
"ECON3560 Applied Econometrics","Alper, Neil","ECON",4.1,4.2,4.15,4.15,NA,42,NA,17,NA
"ECON3560 Applied Econometrics","Bakkal, Ilter","ECON",4.05,4.05,4.35,4.25,7.5,25.5,47.5,NA,10.5
"ECON3560 Applied Econometrics","Reimers, Imke","ECON",4.5,4.7,4.1,4.1,4,13,42,29,13
"ECON3560 Applied Econometrics","Rife, Gary","ECON",3.76666666666667,3.36666666666667,4.26666666666667,4.2,NA,26.6666666666667,NA,NA,30.3333333333333
"ECON3560 Applied Econometrics","Simon, Peter","ECON",4.2,4.43333333333333,4.23333333333333,4.26666666666667,NA,50,NA,11,NA
"ECON3560 Applied Econometrics","White, Alan","ECON",4.3,4.4,4.3,4.25,NA,10.5,38,27,24
"ECON3560 Applied Econometrics","Wright, Ian","ECON",4.4,4.7,4.4,4.3,NA,50,NA,13,25
"ECON3915 Intermed Selectd Topics: Macro","Erten, Bilge","ECON",4.2,4.6,4.3,4.2,20,NA,40,10,20
"ECON3915 Intermed Selectd Topics: Macro","Kimelman, Nancy","ECON",4.9,5,4.2,4.4,NA,33,33,33,NA
"ECON3916 Intermed Selectd Topics: Micro","Marks, Mindy","ECON",4.5,4.5,4.4,4.3,NA,NA,63,25,NA
"ECON3916 Intermed Selectd Topics: Micro","Simon, Peter","ECON",4.3,4.5,4.2,4.2,29,NA,35,12,18
"ECON4634 Comparative Economics","Bakkal, Ilter","ECON",4.05,3.95,4.15,4.15,NA,40,40,20,NA
"ECON4635 International Economics","Brookins, Oscar","ECON",3.2,2.95,4.35,4.25,13,NA,36.5,38,NA
"ECON4640 Financial Economics","Kimelman, Nancy","ECON",3.45,3.75,4.3,4.25,NA,NA,NA,NA,NA
"ECON4653 Mathematics for Economics","Dadkhah, Kamran","ECON",3.85,3.85,4.15,4.15,NA,58.5,NA,NA,NA
"ECON4653 Mathematics for Economics","Vicentini, Gustavo","ECON",4.5,4,4.2,4.3,25,25,25,25,NA
"ECON4680 Competition Policy/Regulation","Vicentini, Gustavo","ECON",4.5,4.8,4.1,4.1,6,17,33,33,11
"ECON4681 Information Econ  Game Theory","Ganglmair, Bernhard","ECON",3.8,3.9,4.4,4.3,14,NA,43,14,21
"ECON4692 Senior Economics Seminar","Bakkal, Ilter","ECON",4.2,4.2,4.4,4.3,NA,40,60,NA,NA
"ECON4692 Senior Economics Seminar","Pritchard, Robert","ECON",4.18333333333333,4.6,4.28333333333333,4.21666666666667,NA,NA,43.6666666666667,NA,NA
"ECON4692 Senior Economics Seminar","Simon, Peter","ECON",4.5,4.83333333333333,4.13333333333333,4.13333333333333,32.6666666666667,NA,NA,NA,NA
"ECON4692 Senior Economics Seminar","Stone, Michael","ECON",4.6,4.93333333333333,4.13333333333333,4.13333333333333,NA,NA,53.6666666666667,NA,NA
"ECON4692 Senior Economics Seminar","Vicentini, Gustavo","ECON",4.44,4.64,4.32,4.24,NA,34.8,NA,29,NA
"ECON4692 Senior Economics Seminar","Wright, Ian","ECON",4.5,4.7,4.4,4.3,14,14,43,29,NA
"ECON4915 Adv Selected Topics: Macro","Erten, Bilge","ECON",4.2,4.7,4.1,4.1,NA,57,43,NA,NA
"ECON4915 Adv Selected Topics: Macro","Kimelman, Nancy","ECON",4.7,5,4.1,4.1,NA,25,50,25,NA
"ECON4916 Adv Selected Topics: Micro","Beggs, Jodi","ECON",4.1,4.3,4.2,4.2,NA,45,NA,9,36
"ECON4916 Adv Selected Topics: Micro","Herrera Almanza, Catalina","ECON",4.75,4.85,4.35,4.25,NA,55,35,NA,NA
"ECON5105 Math  Stats for Economists","Dadkhah, Kamran","ECON",3.95,3.8,4.15,4.15,NA,NA,32,40,24
"ECON5110 Microeconomic Theory","Lipsitz, Michael","ECON",4.5,4.5,4.2,4.2,7,7,39,29,18
"ECON5110 Microeconomic Theory","Ozyurt, Selcuk","ECON",4.4,4.7,4.1,4.1,NA,4,21,42,33
"ECON5120 Macroeconomic Theory","Beggs, Jodi","ECON",4.6,4.5,4.3,4.2,5,NA,20,35,40
"ECON5120 Macroeconomic Theory","De Remer, David","ECON",4,3.9,4.4,4.3,NA,4,46,19,31
"ECON5140 Applied Econometrics","Clayton-Matthews, Alan","ECON",4.55,4.5,4.35,4.25,NA,NA,NA,35.5,19.5
"ECON7200 Topics in Applied Economics","Beggs, Jodi","ECON",4.1,4.3,4.2,4.2,NA,45,NA,9,36
"ECON7200 Topics in Applied Economics","Dana Jr., James","ECON",4.9,4.8,4.4,4.3,NA,10,10,40,40
"ECON7200 Topics in Applied Economics","Ganglmair, Bernhard","ECON",5,5,4.4,4.3,25,NA,50,NA,25
"ECON7200 Topics in Applied Economics","Herrera Almanza, Catalina","ECON",4.75,4.85,4.35,4.25,NA,55,35,NA,NA
"ECON7200 Topics in Applied Economics","Vicentini, Gustavo","ECON",4.5,4.8,4.1,4.1,6,17,33,33,11
"ECON7200 Topics in Applied Economics","Wright, Ian","ECON",4.7,4.8,4.4,4.3,20,NA,20,40,20
"ECON7210 Applied Micro Policy Analysis","Bakkal, Ilter","ECON",4.45,4.6,4.35,4.25,NA,NA,34,46.5,NA
"ECON7240 Workshop in Appl Econometrics","Vicentini, Gustavo","ECON",4.65,4.85,4.15,4.15,NA,NA,35.5,NA,36.5
"ECON7250 International Econ Development","Erten, Bilge","ECON",4.8,5,4.3,4.2,NA,25,25,25,25
"ECON7251 International Finance","Kimelman, Nancy","ECON",4.2,4.2,4.3,4.2,33,33,33,NA,NA
"ECON7252 International Trade","De Remer, David","ECON",4.3,4.5,4.4,4.3,25,NA,25,NA,50
"ECON7253 International Integration","Brookins, Oscar","ECON",3.7,3.8,4.1,4.1,NA,67,17,17,NA
"ECON7261 Urban Economic Development","Rife, Gary","ECON",4.05,4.3,4.15,4.15,9,30,33,24.5,NA
"ECON7262 Regional Economic Theory","Rife, Gary","ECON",4.3,4.25,4.35,4.25,NA,NA,NA,18,51.5
"ECON7266 Economics of Government","Wassall, Gregory","ECON",4.5,4.8,4.2,4.2,11,NA,56,22,11
"ECON7270 Economics of Law  Regulation","Wassall, Gregory","ECON",4.45,4.4,4.35,4.25,NA,40.5,NA,NA,NA
"ECON7710 Microeconomic Theory 2","Dana Jr., James","ECON",4.4,4.7,4.15,4.15,NA,NA,45,NA,40
"ECON7720 Macroeconomic Theory 2","Dadkhah, Kamran","ECON",4.3,4.3,4.3,4.2,NA,67,33,NA,NA
"ECON7720 Macroeconomic Theory 2","Petkov, Ivan","ECON",4.4,4.7,4.4,4.3,20,20,20,40,NA
"ECON7740 Applied Econometrics 2","Rife, Gary","ECON",4.5,4.5,4.2,4.2,NA,NA,NA,NA,83
"ECON7740 Applied Econometrics 2","Wright, Ian","ECON",4.7,5,4.1,4.1,NA,NA,33,NA,67
"ECON7763 Labor Market Analysis","Marks, Mindy","ECON",4.5,5,4.1,4.1,NA,NA,NA,NA,NA
"EDUC1111 Education in the Community","Attwood, Polly","EDUC",4.125,4.125,4.275,4.325,NA,49.5,NA,27,NA
"EDUC4504 Learning  Accomplished Pract","Weiner, Burton","EDUC",4,4.8,4.3,4.5,NA,67,33,NA,NA
"EDUC4511 Curric Design and Assessment","Shapiro, Harvey","EDUC",5,5,4.3,4.5,50,25,NA,NA,25
"EDUC4530 Race and Urban Education","Attwood, Polly","EDUC",4.3,4.5,4.35,4.45,NA,30,60,NA,NA
"EDUC4553 Inqry Math and Sci - Elem Levl","Araujo, Nina","EDUC",4.2,4.1,4.3,4.5,13,50,13,25,NA
"EDUC4567 Literacy Devlpmnt  Instructn","Weiner, Burton","EDUC",3.4,4.2,4.4,4.4,20,60,20,NA,NA
"EDUC4570 Inclusion, Equity,  Diversity","Attwood, Polly","EDUC",4.65,4.9,4.45,4.45,NA,NA,46.5,NA,NA
"EDUC4570 Inclusion, Equity,  Diversity","Weiner, Burton","EDUC",3.1,3.9,4.3,4.5,57,29,14,NA,NA
"EDUC4851 Teaching Seminar","Weiner, Burton","EDUC",4.2,4.8,4.4,4.4,50,NA,NA,33,NA
"EEAM2000 Professional Development Co-op","Bettinson, Craig","EEAM",4.28333333333333,4.83333333333333,4.6,4.63333333333333,NA,NA,NA,NA,NA
"EEAM2000 Professional Development Co-op","Burke, Lynn","EEAM",4.2,4.65,4.6,4.6,86,9,NA,NA,NA
"EEAM2000 Professional Development Co-op","Goodale, Pamela","EEAM",4.15,4.85,4.6,4.63333333333333,67,28.8333333333333,NA,NA,NA
"EEAM2000 Professional Development Co-op","Hagopian, Michelle","EEAM",3.75,4.51666666666667,4.6,4.63333333333333,80.6666666666667,NA,NA,NA,NA
"EEAM2000 Professional Development Co-op","Jackson, William","EEAM",4.3,4.76666666666667,4.6,4.63333333333333,NA,NA,NA,NA,NA
"EEAM2000 Professional Development Co-op","Mazor, Dorit","EEAM",3.925,4.85,4.6,4.65,NA,27.75,NA,NA,NA
"EEAM2000 Professional Development Co-op","Sweeney, Jacqueline","EEAM",3.36666666666667,3.76666666666667,4.6,4.63333333333333,NA,23.6666666666667,NA,NA,NA
"EECE2000 Intro to Eng Co-op Education","Albrecht, Brian","EECE",3.8,4.575,4.35,4.35,83.5,13.25,NA,NA,NA
"EECE2000 Intro to Eng Co-op Education","Grier, Sara","EECE",3.6,4.66666666666667,4.36666666666667,4.36666666666667,NA,NA,NA,NA,NA
"EECE2000 Intro to Eng Co-op Education","Kent, George","EECE",3.6,4.3,4.3,4.3,89,11,NA,NA,NA
"EECE2000 Intro to Eng Co-op Education","Potter, David","EECE",3.55,4.5,4.35,4.35,82.5,NA,9,NA,NA
"EECE2000 Intro to Eng Co-op Education","Raymond, Deborah","EECE",3.1,3.55,4.3,4.3,90.5,NA,9.5,NA,NA
"EECE2000 Intro to Eng Co-op Education","Topaloglu, Iraz","EECE",4.15714285714286,4.78571428571429,4.32857142857143,4.32857142857143,83,NA,NA,NA,NA
"EECE2150 Circuits/Signals: Biomed Apps","Brooks, Dana","EECE",4.25,4.55,4.3,4.3,NA,15.5,43.5,31,8.5
"EECE2150 Circuits/Signals: Biomed Apps","Carp, Stefan","EECE",3.5,2.8,4.3,4.3,NA,7,43,32,18
"EECE2150 Circuits/Signals: Biomed Apps","Marengo Fuentes, Edwin","EECE",4.15,4.15,4.4,4.4,NA,NA,NA,39,NA
"EECE2150 Circuits/Signals: Biomed Apps","McGruer, Nicol","EECE",4.3,4.65,4.35,4.35,NA,19,36.5,35.5,NA
"EECE2150 Circuits/Signals: Biomed Apps","McKnight, Stephen","EECE",4.1,4.1,4.35,4.35,NA,33.5,NA,45,14.5
"EECE2150 Circuits/Signals: Biomed Apps","Niedre, Mark","EECE",4.3,4.6,4.3,4.3,NA,42,NA,26,21
"EECE2150 Circuits/Signals: Biomed Apps","Rostami, Masoud","EECE",3.86666666666667,3.6,4.33333333333333,4.33333333333333,NA,29,NA,29.3333333333333,23.3333333333333
"EECE2150 Circuits/Signals: Biomed Apps","Salama, Iman","EECE",4.25,4.55,4.35,4.35,NA,24.5,NA,27.5,12.5
"EECE2150 Circuits/Signals: Biomed Apps","Vakili, Ali","EECE",3.9,3.8,4.3,4.3,NA,60,NA,20,13
"EECE2151 Lab for EECE 2150","Brooks, Dana","EECE",4.3,4.5,4.3,4.3,38,NA,24,10,19
"EECE2151 Lab for EECE 2150","Carp, Stefan","EECE",3.6,3,4.3,4.3,9,23,32,36,NA
"EECE2151 Lab for EECE 2150","McKnight, Stephen","EECE",4.2,4.2,4.3,4.3,23,NA,38,23,NA
"EECE2151 Lab for EECE 2150","Niedre, Mark","EECE",4.5,4.5,4.3,4.3,13,40,20,13,13
"EECE2151 Lab for EECE 2150","Rostami, Masoud","EECE",3.8,3.7,4.3,4.3,33,33,NA,NA,22
"EECE2160 Embedded Des Enabling Robotics","Biswas, Anjum","EECE",3.51428571428571,3.55714285714286,4.35714285714286,4.35714285714286,NA,NA,NA,NA,NA
"EECE2160 Embedded Des Enabling Robotics","Coll-Font, Jaume","EECE",4.2,4.3,4.4,4.4,8,50,NA,29,8
"EECE2160 Embedded Des Enabling Robotics","Dimitrov, Velin","EECE",4.8,4.7,4.4,4.4,NA,64,NA,9,18
"EECE2160 Embedded Des Enabling Robotics","Khavari Tavana, Mohammad","EECE",3.7,3.8,4.3,4.3,NA,17,42,42,NA
"EECE2160 Embedded Des Enabling Robotics","Kimani, John","EECE",3.7625,4.075,4.35,4.3625,NA,NA,NA,22,NA
"EECE2160 Embedded Des Enabling Robotics","Momeni, Amir","EECE",3.9,3.9,4.3,4.3,4,37,26,22,11
"EECE2160 Embedded Des Enabling Robotics","TabkhiVayghan, Hamed","EECE",3.8,4.1,4.3,4.3,13,41,NA,34,9
"EECE2160 Embedded Des Enabling Robotics","Ubal Tena, Rafael","EECE",4.05,4.35,4.35,4.35,14,NA,NA,14.5,NA
"EECE2161 Lab for EECE 2160","Biswas, Anjum","EECE",3.7,3.6,4.3,4.3,NA,43,57,NA,NA
"EECE2161 Lab for EECE 2160","Kimani, John","EECE",3.95,3.95,4.35,4.375,31.75,NA,16.75,NA,NA
"EECE2161 Lab for EECE 2160","Momeni, Amir","EECE",4,4.2,4.3,4.3,5,38,38,5,14
"EECE2161 Lab for EECE 2160","TabkhiVayghan, Hamed","EECE",4.1,4.2,4.3,4.3,25,NA,43,18,11
"EECE2210 Electrical Engineering","Devaney, Anthony","EECE",3.2,2.9,4.3,4.3,10,55,35,NA,NA
"EECE2210 Electrical Engineering","Harris, Vincent","EECE",3.2,3.2,4.3,4.3,46,NA,35,NA,15
"EECE2210 Electrical Engineering","Maheswaran, Balasubramaniam","EECE",3.7,3.6,4.4,4.4,22,NA,56,NA,19
"EECE2210 Electrical Engineering","Martinez-Lorenzo, Jose Angel","EECE",3.95,4.35,4.4,4.4,19.5,NA,32.5,26,NA
"EECE2210 Electrical Engineering","Rostami, Masoud","EECE",3.7,4.1,4.3,4.3,NA,NA,55,25,NA
"EECE2210 Electrical Engineering","Salama, Iman","EECE",3.9,4.6,4.3,4.3,16,44,24,16,NA
"EECE2322 Fund Digital Design/Comp Org","Farhat, Amir","EECE",3.85,4.05,4.4,4.4,13.5,29,NA,27,NA
"EECE2322 Fund Digital Design/Comp Org","Leeser, Miriam","EECE",4.1,4.5,4.3,4.3,NA,NA,53,33,NA
"EECE2322 Fund Digital Design/Comp Org","Lombardi, Fabrizio","EECE",3.9,3.6,4.3,4.3,6,18,35,24,18
"EECE2322 Fund Digital Design/Comp Org","Rech, Paolo","EECE",4.1,4.4,4.3,4.3,33,42,NA,13,8
"EECE2322 Fund Digital Design/Comp Org","Ubal Tena, Rafael","EECE",4.23333333333333,4.8,4.36666666666667,4.36666666666667,12,NA,28.3333333333333,22.6666666666667,NA
"EECE2323 Lab for EECE 2322","Leeser, Miriam","EECE",4.2,4.2,4.3,4.3,21,63,16,NA,NA
"EECE2412 Fundamentals of Electronics","Dimarzio, Charles","EECE",4,4.23333333333333,4.36666666666667,4.36666666666667,NA,NA,37,40,NA
"EECE2412 Fundamentals of Electronics","Farhat, Amir","EECE",4.1,4.3,4.4,4.4,NA,25,NA,35,25
"EECE2412 Fundamentals of Electronics","Grabel, Arvin","EECE",3.85,3.95,4.35,4.35,NA,38,28.5,29,NA
"EECE2412 Fundamentals of Electronics","Onabajo, Marvin","EECE",4.15,4.45,4.3,4.3,3.5,19,46,23.5,8
"EECE2412 Fundamentals of Electronics","Rostami, Masoud","EECE",4,4.1,4.3,4.3,NA,30,30,40,NA
"EECE2520 Fundamentals of Linear Systems","Closas, Pau","EECE",4.1,4.5,4.4,4.4,NA,17,58,25,NA
"EECE2520 Fundamentals of Linear Systems","Devaney, Anthony","EECE",4.35,4.55,4.35,4.35,6.5,28.5,32,28.5,NA
"EECE2520 Fundamentals of Linear Systems","Erdogmus, Deniz","EECE",3.5,3.45,4.3,4.3,NA,32,NA,23.5,NA
"EECE2520 Fundamentals of Linear Systems","Makris, Purnima","EECE",3.5,3.4,4.4,4.4,NA,28,NA,52,14
"EECE2520 Fundamentals of Linear Systems","Nezamfar, Hooman","EECE",2.8,3.1,4.3,4.3,NA,46,NA,8,38
"EECE2520 Fundamentals of Linear Systems","Singh, Hanumant","EECE",4.2,4.5,4.4,4.4,8,38,38,15,NA
"EECE2530 Fundamentals Electromagnetics","Mosallaei, Hossein","EECE",3.9,4.1,4.35,4.35,NA,14.5,NA,32,14.5
"EECE2530 Fundamentals Electromagnetics","Rappaport, Carey","EECE",3.8,3.7,4.4,4.4,5,9,45,36,5
"EECE2530 Fundamentals Electromagnetics","Serafim, Philip","EECE",4.35,4.85,4.35,4.35,NA,41,NA,36.5,NA
"EECE2531 Lab for EECE 2530","Serafim, Philip","EECE",3.04,3.02,4.3,4.3,NA,65,NA,NA,NA
"EECE2540 Fundamentals of Networks","Basagni, Stefano","EECE",4,4.35,4.3,4.3,43,NA,23,NA,NA
"EECE2540 Fundamentals of Networks","Chowdhury, Kaushik","EECE",4.3,4.9,4.4,4.4,51,NA,26,17,NA
"EECE2540 Fundamentals of Networks","Guan, Zhangyu","EECE",3.5,3.5,4.3,4.3,27,NA,50,20,NA
"EECE2540 Fundamentals of Networks","Ioannidis, Efstratios","EECE",3.9,4.6,4.4,4.4,44,NA,31,20,NA
"EECE2540 Fundamentals of Networks","Melodia, Tommaso","EECE",3.43333333333333,3.73333333333333,4.36666666666667,4.36666666666667,NA,NA,38.3333333333333,NA,NA
"EECE2560 Fund Engineering Algorithms","Camps, Octavia","EECE",4.2,4.55,4.3,4.3,NA,18,32,27.5,23.5
"EECE2560 Fund Engineering Algorithms","Dicle, Caglayan","EECE",4.5,4.9,4.4,4.4,NA,13,44,31,13
"EECE2560 Fund Engineering Algorithms","Meleis, Waleed","EECE",4.1,4.7,4.3,4.3,NA,31,NA,50,10
"EECE2560 Fund Engineering Algorithms","Mi, Ningfang","EECE",4.1,4.56666666666667,4.4,4.4,15,39,NA,15.3333333333333,NA
"EECE2560 Fund Engineering Algorithms","Padir, Taskin","EECE",3.9,4.4,4.3,4.3,5,20,55,20,NA
"EECE2750 Enabling Engineering","Meleis, Waleed","EECE",4.5,4.8,4.4,4.4,NA,64,NA,27,NA
"EECE3000 Prof Issues in Engineering","Albrecht, Brian","EECE",3.98,4.76,4.34,4.34,90.2,NA,NA,NA,NA
"EECE3000 Prof Issues in Engineering","Basch, Kathryn","EECE",3.6,4.8,4.3,4.3,100,NA,NA,NA,NA
"EECE3000 Prof Issues in Engineering","Grier, Sara","EECE",3.65,4.55,4.35,4.35,93,NA,NA,NA,NA
"EECE3000 Prof Issues in Engineering","Johnson, Steven","EECE",3.8,4.4,4.4,4.4,57,29,14,NA,NA
"EECE3000 Prof Issues in Engineering","Potter, David","EECE",3.93333333333333,4.86666666666667,4.33333333333333,4.33333333333333,97.3333333333333,NA,NA,NA,NA
"EECE3000 Prof Issues in Engineering","Topaloglu, Iraz","EECE",4.23333333333333,4.83333333333333,4.36666666666667,4.36666666666667,NA,NA,NA,NA,NA
"EECE3324 Computer Architecture  Org","Fei, Yunsi","EECE",3.75,3.85,4.3,4.3,16,NA,41.5,12.5,12
"EECE3324 Computer Architecture  Org","Lin, Xue","EECE",3.4,3.1,4.4,4.4,20,NA,16,48,12
"EECE3324 Computer Architecture  Org","Lombardi, Fabrizio","EECE",4.1,4.1,4.4,4.4,NA,63,NA,25,NA
"EECE3392 Electronic Materials","Harris, Vincent","EECE",4.15,4.45,4.4,4.45,NA,50,NA,NA,NA
"EECE3392 Electronic Materials","Vittoria, Carmine","EECE",4,4.1,4.3,4.3,NA,13,38,50,NA
"EECE3410 Electronics 2","Farhat, Amir","EECE",4.3,4.75,4.3,4.3,NA,NA,NA,43,18
"EECE3410 Electronics 2","Kim, Yong-Bin","EECE",4.5,4.75,4.4,4.4,NA,NA,NA,NA,NA
"EECE3410 Electronics 2","Marengo Fuentes, Edwin","EECE",4.1,4.1,4.4,4.4,14,57,14,14,NA
"EECE3468 Noise  Stochastic Processes","Guler, Seyhmus","EECE",4.1,4.4,4.4,4.5,3,26,32,29,10
"EECE3468 Noise  Stochastic Processes","Ingle, Vinay","EECE",4.1,4,4.3,4.3,NA,7,9,33,51
"EECE3468 Noise  Stochastic Processes","Makris, Purnima","EECE",3.3,3,4.4,4.4,3,29,45,16,8
"EECE3468 Noise  Stochastic Processes","Yeh, Edmund","EECE",3.9,3.95,4.4,4.4,NA,NA,NA,27,NA
"EECE4512 Biomedical Electronics","Ostadabbas, Sarah","EECE",3.8,3.4,4.4,4.4,11,56,22,11,NA
